waktu,tag,lat,long,tag_tujuan,tujuan_terdekat,durasi_tempuh,durasi_tempuh_unit,jarak_tempuh,jarak_tempuh_unit,rute
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Cikini IV
2023-02-06_13-25,mengemudi,-6.205652388995496,106.8213867637059,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",20.0,min,5.8,km,Jl. Raden Saleh Raya
2023-02-06_13-25,mengemudi,-6.178526773607607,106.7105587213569,hospital,"Klinik Citra Keluarga Medika, Jl. Raya No.74 RT005/RW02, 11750, RT.3/RW.1, Duri Kosambi, Cengkareng, West Jakarta City, Jakarta 11750",8.0,min,1.9,km,Jl. Kresek 2
2023-02-06_13-25,mengemudi,-6.178526773607607,106.7105587213569,hospital,"Klinik Citra Keluarga Medika, Jl. Raya No.74 RT005/RW02, 11750, RT.3/RW.1, Duri Kosambi, Cengkareng, West Jakarta City, Jakarta 11750",8.0,min,1.9,km,Jl. Perumahan Kresek Indah II B
2023-02-06_13-25,mengemudi,-6.178526773607607,106.7105587213569,hospital,"Klinik Citra Keluarga Medika, Jl. Raya No.74 RT005/RW02, 11750, RT.3/RW.1, Duri Kosambi, Cengkareng, West Jakarta City, Jakarta 11750",8.0,min,1.9,km,Jl. Raya Kresek
2023-02-06_13-26,mengemudi,-6.342117413845419,106.84399811811927,hospital,"Green Center, JL. Akses Universitas Indonesia, No. 101, Ruko Lentera Insan, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",8.0,min,1.7,km,Jl. Garuda II
2023-02-06_13-26,mengemudi,-6.342117413845419,106.84399811811927,hospital,"Green Center, JL. Akses Universitas Indonesia, No. 101, Ruko Lentera Insan, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",8.0,min,1.7,km,Jl. H. Hambali
2023-02-06_13-26,mengemudi,-6.342117413845419,106.84399811811927,hospital,"Green Center, JL. Akses Universitas Indonesia, No. 101, Ruko Lentera Insan, Tugu, Kec. Cimanggis, Kota Depok, Jawa Barat 16451",8.0,min,1.7,km,Jl. Nusantara
2023-02-06_13-27,mengemudi,-6.234790751160432,106.87473755629244,hospital,"RS Premier Jatinegara, Jl. Jatinegara Timur No.85-87, RT.10/RW.2, Bali Mester, Jatinegara, East Jakarta City, Jakarta 13310",10.0,min,4.7,km,Jl. Cipinang Cempedak III
2023-02-06_13-27,mengemudi,-6.234790751160432,106.87473755629244,hospital,"RS Premier Jatinegara, Jl. Jatinegara Timur No.85-87, RT.10/RW.2, Bali Mester, Jatinegara, East Jakarta City, Jakarta 13310",10.0,min,4.7,km,Jl. DI. Panjaitan
2023-02-06_13-27,mengemudi,-6.234790751160432,106.87473755629244,hospital,"RS Premier Jatinegara, Jl. Jatinegara Timur No.85-87, RT.10/RW.2, Bali Mester, Jatinegara, East Jakarta City, Jakarta 13310",10.0,min,4.7,km,Jl. Bekasi I
2023-02-06_13-27,mengemudi,-6.234790751160432,106.87473755629244,hospital,"RS Premier Jatinegara, Jl. Jatinegara Timur No.85-87, RT.10/RW.2, Bali Mester, Jatinegara, East Jakarta City, Jakarta 13310",10.0,min,4.7,km,Jl. Jatinegara Timur
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Inspeksi Kanal Tim.
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Pinggir Dermaga
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Marunda Makmur
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Raya Bidara
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Akses Marunda
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Camar 15
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Camar 11/5
2023-02-06_13-27,mengemudi,-6.106053865751086,106.96858466005877,hospital,"Rumah Sakit Pelabuhan Jkt, Jl. Kramat Jaya Raya No.1, RW.14, Tugu Utara, Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260",20.0,min,7.0,km,Jl. Kramat Jaya Raya
2023-02-06_13-27,mengemudi,-6.130369299402753,106.79237404302256,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",8.0,min,2.2,km,Jl. Jemb. 3 Raya
2023-02-06_13-27,mengemudi,-6.130369299402753,106.79237404302256,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",8.0,min,2.2,km,Jl. Pluit Selatan Raya
2023-02-06_13-27,mengemudi,-6.130369299402753,106.79237404302256,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",8.0,min,2.2,km,Jl. Pluit Raya 1
2023-02-06_13-27,mengemudi,-6.130369299402753,106.79237404302256,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",8.0,min,2.2,km,Jl. Pluit Raya
2023-02-06_13-27,mengemudi,-6.130369299402753,106.79237404302256,hospital,"Pluit Hospital, Jl. Pluit Selatan Raya No.2, RT.7/RW.7, Pluit, Kec. Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440",8.0,min,2.2,km,Jl. Pluit Raya III
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Sukamulia 1
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Timah
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Raya Sukamulya I
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Tanah Tinggi Barat
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Tanah Tinggi Timur
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Mahoni
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Sono
2023-02-06_13-28,mengemudi,-6.171689545160336,106.85287920720864,hospital,"Hospital Online Store, Jl. Kali Baru Timur VI No.121, RT.12/RW.2, Bungur, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10460",3.0,min,550.0,m,Jl. Angsana
2023-02-06_13-29,mengemudi,-6.152356838526444,106.92572241740704,hospital,Gading Pluit Hospital,11.0,min,4.8,km,Jl. Manunggal Juang II
2023-02-06_13-29,mengemudi,-6.152356838526444,106.92572241740704,hospital,Gading Pluit Hospital,11.0,min,4.8,km,Jl. Sakura Barat III
2023-02-06_13-29,mengemudi,-6.152356838526444,106.92572241740704,hospital,Gading Pluit Hospital,11.0,min,4.8,km,Jl. Tipar Cakung
2023-02-06_13-29,mengemudi,-6.152356838526444,106.92572241740704,hospital,Gading Pluit Hospital,11.0,min,4.8,km,Jl. Sedayu City Klp. Gading
2023-02-06_13-29,mengemudi,-6.152356838526444,106.92572241740704,hospital,Gading Pluit Hospital,11.0,min,4.8,km,Jl. Boulevard Timur
2023-02-06_13-29,mengemudi,-6.2030071335697246,106.93112426299298,hospital,"Rumah Sakit Harapan Jayakarta, Blok KM No.18, Jl. Raya Bekasi No.7, RW.11, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930",19.0,min,7.3,km,Jl. Pik
2023-02-06_13-29,mengemudi,-6.2030071335697246,106.93112426299298,hospital,"Rumah Sakit Harapan Jayakarta, Blok KM No.18, Jl. Raya Bekasi No.7, RW.11, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930",19.0,min,7.3,km,Jl. Raya Penggilingan
2023-02-06_13-29,mengemudi,-6.2030071335697246,106.93112426299298,hospital,"Rumah Sakit Harapan Jayakarta, Blok KM No.18, Jl. Raya Bekasi No.7, RW.11, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930",19.0,min,7.3,km,Jl. Pulo Lentut
2023-02-06_13-29,mengemudi,-6.2030071335697246,106.93112426299298,hospital,"Rumah Sakit Harapan Jayakarta, Blok KM No.18, Jl. Raya Bekasi No.7, RW.11, Jatinegara, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930",19.0,min,7.3,km,Jl. Raya Bekasi
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. Kalisari
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. Kalisari I
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. H. Enjong I
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. Raya Bogor
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. Raya Jakarta-Bogor
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. Kiwi
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. Raya Pkp
2023-02-06_13-30,mengemudi,-6.336889322978742,106.8555635846134,hospital,"RSUD Ciracas, 1, Jl. Cibubur I No.RT.3, RT.13/RW.1, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720",10.0,min,3.2,km,Jl. Cibubur I
2023-02-06_13-31,mengemudi,-6.180112945508952,106.8318951847322,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",8.0,min,2.5,km,Jl. Medan Merdeka Tim.
2023-02-06_13-31,mengemudi,-6.180112945508952,106.8318951847322,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",8.0,min,2.5,km,Jl. M.I. Ridwan Rais
2023-02-06_13-31,mengemudi,-6.180112945508952,106.8318951847322,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",8.0,min,2.5,km,Jl. Arief Rachman Hakim
2023-02-06_13-31,mengemudi,-6.180112945508952,106.8318951847322,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",8.0,min,2.5,km,Jl. Prajurit KKO Usman dan Harun
2023-02-06_13-31,mengemudi,-6.180112945508952,106.8318951847322,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",8.0,min,2.5,km,Jl. Cikini Raya
2023-02-06_13-31,mengemudi,-6.180112945508952,106.8318951847322,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",8.0,min,2.5,km,Jl. Raden Saleh Raya
2023-02-06_13-31,mengemudi,-6.180112945508952,106.8318951847322,hospital,"Primaya Hospital PGI Cikini, Jl. Raden Saleh Raya No.40, RT.12/RW.2, Cikini, Menteng, Central Jakarta City, Jakarta 10330",8.0,min,2.5,km,Jl. Menteng Raya
2023-02-06_13-32,mengemudi,-6.130721021760479,106.89580027268426,hospital,"Bio Tech Sarana, Jl. Sungai Bambu No.6, RT.1/RW.4, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",11.0,min,4.2,km,Jl. Plumpang Semper
2023-02-06_13-32,mengemudi,-6.130721021760479,106.89580027268426,hospital,"Bio Tech Sarana, Jl. Sungai Bambu No.6, RT.1/RW.4, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",11.0,min,4.2,km,Jl. Plumpang B II
2023-02-06_13-32,mengemudi,-6.130721021760479,106.89580027268426,hospital,"Bio Tech Sarana, Jl. Sungai Bambu No.6, RT.1/RW.4, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",11.0,min,4.2,km,Jl. Yos Sudarso
2023-02-06_13-32,mengemudi,-6.130721021760479,106.89580027268426,hospital,"Bio Tech Sarana, Jl. Sungai Bambu No.6, RT.1/RW.4, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",11.0,min,4.2,km,Jl. Sungai Bambu
2023-02-06_13-32,mengemudi,-6.130721021760479,106.89580027268426,hospital,"Bio Tech Sarana, Jl. Sungai Bambu No.6, RT.1/RW.4, Sungai Bambu, Kec. Tj. Priok, Jkt Utara, Daerah Khusus Ibukota Jakarta 14330",11.0,min,4.2,km,Jl. Sungai Bambu Pool
2023-02-06_13-32,mengemudi,-6.227236398034327,106.8449016240758,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",10.0,min,3.1,km,Jl. Pal Batu 2
2023-02-06_13-32,mengemudi,-6.227236398034327,106.8449016240758,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",10.0,min,3.1,km,Jl. Raya Casablanca
2023-02-06_13-32,mengemudi,-6.227236398034327,106.8449016240758,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",10.0,min,3.1,km,Jl. Palbatu VI
2023-02-06_13-32,mengemudi,-6.227236398034327,106.8449016240758,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",10.0,min,3.1,km,Jl. Pal Batu Raya
2023-02-06_13-32,mengemudi,-6.227236398034327,106.8449016240758,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",10.0,min,3.1,km,Jl. H. Achmad Bakrie Tim.
2023-02-06_13-32,mengemudi,-6.227236398034327,106.8449016240758,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",10.0,min,3.1,km,Jl. Epicentrum Utama Raya
2023-02-06_13-33,mengemudi,-6.188639831108234,106.96048457262016,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,3.8,km,Jl. Raya Pulo Gebang
2023-02-06_13-33,mengemudi,-6.188639831108234,106.96048457262016,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,3.8,km,Jl. Raya Bekasi
2023-02-06_13-33,mengemudi,-6.188639831108234,106.96048457262016,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,3.8,km,Jl. Raya Pantura
2023-02-06_13-33,mengemudi,-6.188639831108234,106.96048457262016,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,3.8,km,Jl. Sri Sultan Hamengkubuwono IX
2023-02-06_13-33,mengemudi,-6.188639831108234,106.96048457262016,hospital,"RS Citra Harapan, Jl. Harapan Indah No.28, RT.004/RW.030, Pejuang, Medan Satria, Bekasi City, West Java 17131",10.0,min,3.8,km,Jl. Harapan Indah
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. Tebet Dalam III
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. KH Abdullah Syafei
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. Tebet Dalam IV
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. Tebet Dalam IV D
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. Tebet Dalam II
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. Tebet Dalam 1
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. Raya Casablanca
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. H. Achmad Bakrie Tim.
2023-02-06_13-34,mengemudi,-6.22678553724534,106.85052208563788,hospital,"MMC Hospital, Metropolitan Medical Centre, Jl. H. R. Rasuna Said No.RT.11, RT.1/RW.7, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",11.0,min,4.0,km,Jl. Epicentrum Utama Raya
2023-02-06_13-34,mengemudi,-6.121946255020905,106.75974495715936,hospital,"Pantai Indah Kapuk Hospital, Jl. Pantai Indah Utara 3, Kapuk Muara, Penjaringan, North Jakarta City, Jakarta 14460",18.0,min,7.8,km,Jl. Pluit Selatan Raya
2023-02-06_13-34,mengemudi,-6.121946255020905,106.75974495715936,hospital,"Pantai Indah Kapuk Hospital, Jl. Pantai Indah Utara 3, Kapuk Muara, Penjaringan, North Jakarta City, Jakarta 14460",18.0,min,7.8,km,Jl. Pluit Karang Indah Timur
2023-02-06_13-34,mengemudi,-6.121946255020905,106.75974495715936,hospital,"Pantai Indah Kapuk Hospital, Jl. Pantai Indah Utara 3, Kapuk Muara, Penjaringan, North Jakarta City, Jakarta 14460",18.0,min,7.8,km,Jl. Pluit Karang Permai
2023-02-06_13-34,mengemudi,-6.121946255020905,106.75974495715936,hospital,"Pantai Indah Kapuk Hospital, Jl. Pantai Indah Utara 3, Kapuk Muara, Penjaringan, North Jakarta City, Jakarta 14460",18.0,min,7.8,km,Jl. Mandara Permai
2023-02-06_13-34,mengemudi,-6.121946255020905,106.75974495715936,hospital,"Pantai Indah Kapuk Hospital, Jl. Pantai Indah Utara 3, Kapuk Muara, Penjaringan, North Jakarta City, Jakarta 14460",18.0,min,7.8,km,Jl. Pantai Indah Utara 2
2023-02-06_13-34,mengemudi,-6.121946255020905,106.75974495715936,hospital,"Pantai Indah Kapuk Hospital, Jl. Pantai Indah Utara 3, Kapuk Muara, Penjaringan, North Jakarta City, Jakarta 14460",18.0,min,7.8,km,Jl. Pantai Indah Utara Sektor Timur
2023-02-06_13-35,mengemudi,-6.1023708276022415,106.93812065653634,hospital,"RSUD Cilincing, Jl. Madya Kebantenan No.4, RT.4/RW.2, Semper Tim., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14130",8.0,min,2.4,km,Jl. Sungai Landak
2023-02-06_13-35,mengemudi,-6.1023708276022415,106.93812065653634,hospital,"RSUD Cilincing, Jl. Madya Kebantenan No.4, RT.4/RW.2, Semper Tim., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14130",8.0,min,2.4,km,Jl. Raya Cilincing
2023-02-06_13-35,mengemudi,-6.1023708276022415,106.93812065653634,hospital,"RSUD Cilincing, Jl. Madya Kebantenan No.4, RT.4/RW.2, Semper Tim., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14130",8.0,min,2.4,km,Jl. Dewa Kembar
2023-02-06_13-35,mengemudi,-6.1023708276022415,106.93812065653634,hospital,"RSUD Cilincing, Jl. Madya Kebantenan No.4, RT.4/RW.2, Semper Tim., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14130",8.0,min,2.4,km,Jl. Madya Kebantenan
2023-02-06_13-35,mengemudi,-6.173417004650958,106.77035675617309,hospital,"RS Grha Kedoya, Jl. Panjang No.26, RT.15/RW.7, North Kedoya, Kebonjeruk, West Jakarta City, Jakarta 11520",9.0,min,1.8,km,Jl. Asia Baru
2023-02-06_13-35,mengemudi,-6.173417004650958,106.77035675617309,hospital,"RS Grha Kedoya, Jl. Panjang No.26, RT.15/RW.7, North Kedoya, Kebonjeruk, West Jakarta City, Jakarta 11520",9.0,min,1.8,km,Jl. Asia Baru I
2023-02-06_13-35,mengemudi,-6.173417004650958,106.77035675617309,hospital,"RS Grha Kedoya, Jl. Panjang No.26, RT.15/RW.7, North Kedoya, Kebonjeruk, West Jakarta City, Jakarta 11520",9.0,min,1.8,km,Jl. Asia Baru II
